data,بدون_تشكيل,tag,المحذوف
آمَنُوا,امنوا,,
كُتِبَ,كتب,,
عَلَيْكُمُ,عليكم,,
الْقِصَاصُ,القصاص,اسم,الْقِصَاصُ
,في,حرف_جر,فِي
,القتلي,اسم,الْقَتْلَى
الْحُرُّ,الحر,اسم,الْحُرُّ
بِالْحُرِّ,بالحر,,
وَالْعَبْدُ,والعبد,,
بِالْعَبْدِ,بالعبد,,
وَالْأُنْثَىٰ,والانثي,,
بِالْأُنْثَىٰ,بالانثي,,
,فمن,حرف_جر,فَمَنْ
,عفي,اسم,عُفِيَ
,له,حرف_جر,لَهُ
,,فعل,مِنْ
أَخِيهِ,اخيه,,
,None,اسم,شَيْءٌ
,None,اسم,فَاتِّبَاعٌ
بِالْمَعْرُوفِ,بالمعروف,,
,None,اسم,وَأَدَاءٌ
,اليه,حرف_جر,إِلَيْهِ
,None,اسم,بِإِحْسَانٍ
ذَٰلِكَ,,اسم,ذلك
,None,اسم,تَخْفِيفٌ
,,فعل,مِنْ
رَبِّكُمْ,ربكم,,
,None,اسم,وَرَحْمَةٌ
,فمن,حرف,فَمَنِ
اعْتَدَىٰ,اعتدي,,
بَعْدَ,بعد,,
ذَٰلِكَ,,اسم,ذلك
فَلَهُ,فله,,
,None,اسم,عَذَابٌ
,None,اسم,أَلِيمٌ
,ولكم,حرف_جر,وَلَكُمْ
,في,اسم,فِي
الْقِصَاصِ,القصاص,اسم,الْقِصَاصِ
,None,اسم,حَيَاةٌ
,يا,حرف,يَا
أُولِي,,اسم,اولي
الْأَلْبَابِ,الالباب,اسم,الْأَلْبَابِ
لَعَلَّكُمْ,لعلكم,,
تَتَّقُونَ,تتقون,,
كُتِبَ,كتب,,
,عليكم,حرف_جر,عَلَيْكُمْ
,اذا,اسم,إِذَا
,حضر,فعل,
أَحَدَكُمُ,احدكم,,
الْمَوْتُ,الموت,اسم,الْمَوْتُ
,ان,حرف,إِنْ
,,فعل,
,None,اسم,خَيْرًا
الْوَصِيَّةُ,الوصيه,اسم,الْوَصِيَّةُ
لِلْوَالِدَيْنِ,للوالدين,,
وَالْأَقْرَبِينَ,والاقربين,,
بِالْمَعْرُوفِ,بالمعروف,,
,None,اسم,حَقًّا
,علي,حرف_جر,عَلَى
,المتقين,اسم,الْمُتَّقِينَ
,فمن,حرف_جر,فَمَنْ
,بدله,اسم,بَدَّلَهُ
بَعْدَ,بعد,,
مَا,,اسم,ما
سَمِعَهُ,سمعه,,
,فانما,حرف,فَإِنَّمَا
إِثْمُهُ,اثمه,,
,علي,حرف_جر,عَلَى
الَّذِينَ,,اسم,الَّذِينَ
يُبَدِّلُونَهُ,يبدلونه,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,سَمِيعٌ
,None,اسم,عَلِيمٌ
,فمن,حرف_جر,فَمَنْ
,خاف,اسم,خَافَ
,,فعل,مِنْ
,None,اسم,مُوصٍ
,None,اسم,جَنَفًا
,او,حرف,أَوْ
,None,اسم,إِثْمًا
فَأَصْلَحَ,فاصلح,,
بَيْنَهُمْ,بينهم,,
,فلا,حرف,فَلَا
إِثْمَ,اثم,,
,عليه,حرف_جر,عَلَيْهِ
,ان,اسم,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,غَفُورٌ
,None,اسم,رَحِيمٌ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
كُتِبَ,كتب,,
عَلَيْكُمُ,عليكم,,
الصِّيَامُ,الصيام,اسم,الصِّيَامُ
,كما,حرف,كَمَا
كُتِبَ,كتب,,
,علي,حرف_جر,عَلَى
الَّذِينَ,,اسم,الَّذِينَ
,,فعل,مِنْ
قَبْلِكُمْ,قبلكم,,
لَعَلَّكُمْ,لعلكم,,
تَتَّقُونَ,تتقون,,
,None,اسم,أَيَّامًا
,None,اسم,مَعْدُودَاتٍ
,فمن,حرف_جر,فَمَنْ
,كان,اسم,كَانَ
,منكم,حرف_جر,مِنْكُمْ
,None,اسم,مَرِيضًا
,او,حرف,أَوْ
,علي,حرف_جر,عَلَىٰ
,None,اسم,سَفَرٍ
,None,اسم,فَعِدَّةٌ
,,فعل,مِنْ
,None,اسم,أَيَّامٍ
أُخَرَ,اخر,,
,وعلي,حرف_جر,وَعَلَى
الَّذِينَ,,اسم,الَّذِينَ
يُطِيقُونَهُ,يطيقونه,,
,None,اسم,فِدْيَةٌ
طَعَامُ,طعام,,
,None,اسم,مِسْكِينٍ
,فمن,حرف_جر,فَمَنْ
,تطوع,اسم,تَطَوَّعَ
,None,اسم,خَيْرًا
فَهُوَ,فهو,,
,None,اسم,خَيْرٌ
,له,حرف_جر,لَهُ
,وان,اسم,وَأَنْ
تَصُومُوا,تصوموا,,
,None,اسم,خَيْرٌ
,لكم,حرف_جر,لَكُمْ
,ان,اسم,إِنْ
كُنْتُمْ,كنتم,,
تَعْلَمُونَ,تعلمون,,
شَهْرُ,شهر,,
رَمَضَانَ,رمضان,,
الَّذِي,,اسم,الَّذِي
أُنْزِلَ,انزل,,
,فيه,حرف_جر,فِيهِ
,القران,اسم,الْقُرْآنُ
هُدًى,هدي,,
لِلنَّاسِ,للناس,,
,None,اسم,وَبَيِّنَاتٍ
مِنَ,,اسم,من
الْهُدَىٰ,الهدي,اسم,الْهُدَىٰ
وَالْفُرْقَانِ,والفرقان,,
,فمن,حرف_جر,فَمَنْ
,شهد,اسم,شَهِدَ
,منكم,حرف_جر,مِنْكُمُ
,الشهر,اسم,الشَّهْرَ
فَلْيَصُمْهُ,فليصمه,,
,ومن,حرف_جر,وَمَنْ
,كان,اسم,كَانَ
,None,اسم,مَرِيضًا
,او,حرف,أَوْ
,علي,حرف_جر,عَلَىٰ
,None,اسم,سَفَرٍ
,None,اسم,فَعِدَّةٌ
,,فعل,مِنْ
,None,اسم,أَيَّامٍ
أُخَرَ,اخر,,
يُرِيدُ,يريد,,
اللَّهُ,,اسم,اللَّهُ
بِكُمُ,بكم,,
الْيُسْرَ,اليسر,اسم,الْيُسْرَ
,ولا,حرف,وَلَا
يُرِيدُ,يريد,,
بِكُمُ,بكم,,
الْعُسْرَ,العسر,اسم,الْعُسْرَ
وَلِتُكْمِلُوا,ولتكملوا,,
الْعِدَّةَ,العده,اسم,الْعِدَّةَ
وَلِتُكَبِّرُوا,ولتكبروا,,
اللَّهَ,,اسم,اللَّهَ
,علي,حرف_جر,عَلَىٰ
مَا,,اسم,ما
هَدَاكُمْ,هداكم,,
وَلَعَلَّكُمْ,ولعلكم,,
تَشْكُرُونَ,تشكرون,,
وَإِذَا,واذا,,
سَأَلَكَ,سالك,,
عِبَادِي,عبادي,,
,عني,حرف_جر,عَنِّي
,فاني,اسم,فَإِنِّي
,None,اسم,قَرِيبٌ
أُجِيبُ,اجيب,,
دَعْوَةَ,دعوه,,
الدَّاعِ,الداع,اسم,الدَّاعِ
إِذَا,اذا,,
دَعَانِ,دعان,,
فَلْيَسْتَجِيبُوا,فليستجيبوا,,
,لي,حرف_جر,لِي
,وليومنوا,اسم,وَلْيُؤْمِنُوا
,بي,حرف_جر,بِي
,لعلهم,اسم,لَعَلَّهُمْ
يَرْشُدُونَ,يرشدون,,
أُحِلَّ,احل,,
,لكم,حرف_جر,لَكُمْ
,ليله,اسم,لَيْلَةَ
الصِّيَامِ,الصيام,اسم,الصِّيَامِ
الرَّفَثُ,الرفث,اسم,الرَّفَثُ
إِلَىٰ,الي,,
نِسَائِكُمْ,نسايكم,,
هُنَّ,,اسم,هن
,None,اسم,لِبَاسٌ
,لكم,حرف_جر,لَكُمْ
,وانتم,اسم,وَأَنْتُمْ
,None,اسم,لِبَاسٌ
,لهن,حرف_جر,لَهُنَّ
,علم,اسم,عَلِمَ
اللَّهُ,,اسم,اللَّهُ
أَنَّكُمْ,انكم,,
كُنْتُمْ,كنتم,,
تَخْتَانُونَ,تختانون,,
أَنْفُسَكُمْ,انفسكم,,
فَتَابَ,فتاب,,
,عليكم,حرف_جر,عَلَيْكُمْ
,وعفا,اسم,وَعَفَا
,عنكم,حرف_جر,عَنْكُمْ
,فالان,اسم,فَالْآنَ
بَاشِرُوهُنَّ,باشروهن,,
وَابْتَغُوا,وابتغوا,,
مَا,,اسم,ما
,كتب,فعل,
اللَّهُ,,اسم,اللَّهُ
,لكم,حرف_جر,لَكُمْ
,وكلوا,اسم,وَكُلُوا
وَاشْرَبُوا,واشربوا,,
,حتي,حرف_جر,حَتَّىٰ
,يتبين,اسم,يَتَبَيَّنَ
لَكُمُ,لكم,,
الْخَيْطُ,الخيط,اسم,الْخَيْطُ
الْأَبْيَضُ,الابيض,اسم,الْأَبْيَضُ
مِنَ,,اسم,من
الْخَيْطِ,الخيط,اسم,الْخَيْطِ
الْأَسْوَدِ,الاسود,اسم,الْأَسْوَدِ
مِنَ,,اسم,من
الْفَجْرِ,الفجر,اسم,الْفَجْرِ
ثُمَّ,,اسم,ثم
أَتِمُّوا,اتموا,,
الصِّيَامَ,الصيام,اسم,الصِّيَامَ
,الي,حرف_جر,إِلَى
,الليل,اسم,اللَّيْلِ
,ولا,حرف,وَلَا
تُبَاشِرُوهُنَّ,تباشروهن,,
,وانتم,حرف,وَأَنْتُمْ
عَاكِفُونَ,عاكفون,,
,في,حرف_جر,فِي
,المساجد,اسم,الْمَسَاجِدِ
تِلْكَ,,اسم,تلك
حُدُودُ,حدود,,
اللَّهِ,,اسم,اللَّهِ
,فلا,حرف,فَلَا
تَقْرَبُوهَا,تقربوها,,
كَذَٰلِكَ,,اسم,كذلك
يُبَيِّنُ,يبين,,
اللَّهُ,,اسم,اللَّهُ
آيَاتِهِ,اياته,,
لِلنَّاسِ,للناس,,
لَعَلَّهُمْ,لعلهم,,
يَتَّقُونَ,يتقون,,
,ولا,حرف,وَلَا
تَأْكُلُوا,تاكلوا,,
أَمْوَالَكُمْ,اموالكم,,
بَيْنَكُمْ,بينكم,,
بِالْبَاطِلِ,بالباطل,,
وَتُدْلُوا,وتدلوا,,
,بها,حرف_جر,بِهَا
,الي,اسم,إِلَى
الْحُكَّامِ,الحكام,اسم,الْحُكَّامِ
لِتَأْكُلُوا,لتاكلوا,,
,None,اسم,فَرِيقًا
,,فعل,مِنْ
أَمْوَالِ,اموال,,
النَّاسِ,الناس,اسم,النَّاسِ
بِالْإِثْمِ,بالاثم,,
,وانتم,حرف,وَأَنْتُمْ
تَعْلَمُونَ,تعلمون,,
يَسْأَلُونَكَ,يسالونك,,
,عن,حرف_جر,عَنِ
,الاهله,اسم,الْأَهِلَّةِ
,قل,فعل,قُلْ
هِيَ,,اسم,هي
مَوَاقِيتُ,مواقيت,,
لِلنَّاسِ,للناس,,
وَالْحَجِّ,والحج,,
,وليس,حرف,وَلَيْسَ
الْبِرُّ,,اسم,الْبِرُّ
بِأَنْ,بان,,
تَأْتُوا,تاتوا,,
الْبُيُوتَ,البيوت,اسم,الْبُيُوتَ
,,فعل,مِنْ
ظُهُورِهَا,ظهورها,,
وَلَٰكِنَّ,ولكن,,
الْبِرَّ,,اسم,الْبِرَّ
مَنِ,,اسم,من
اتَّقَىٰ,اتقي,,
وَأْتُوا,واتوا,,
الْبُيُوتَ,البيوت,اسم,الْبُيُوتَ
,,فعل,مِنْ
أَبْوَابِهَا,ابوابها,,
وَاتَّقُوا,واتقوا,,
اللَّهَ,,اسم,اللَّهَ
لَعَلَّكُمْ,لعلكم,,
تُفْلِحُونَ,تفلحون,,
وَقَاتِلُوا,وقاتلوا,,
,في,حرف_جر,فِي
,سبيل,اسم,سَبِيلِ
اللَّهِ,,اسم,اللَّهِ
الَّذِينَ,,اسم,الَّذِينَ
يُقَاتِلُونَكُمْ,يقاتلونكم,,
,ولا,حرف,وَلَا
تَعْتَدُوا,تعتدوا,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,لا,حرف,لَا
يُحِبُّ,يحب,,
الْمُعْتَدِينَ,المعتدين,اسم,الْمُعْتَدِينَ
وَاقْتُلُوهُمْ,واقتلوهم,,
حَيْثُ,,اسم,حيث
ثَقِفْتُمُوهُمْ,ثقفتموهم,,
وَأَخْرِجُوهُمْ,واخرجوهم,,
,,فعل,مِنْ
حَيْثُ,,اسم,حيث
أَخْرَجُوكُمْ,اخرجوكم,,
وَالْفِتْنَةُ,والفتنه,,
أَشَدُّ,اشد,,
مِنَ,,اسم,من
الْقَتْلِ,القتل,اسم,الْقَتْلِ
,ولا,حرف,وَلَا
تُقَاتِلُوهُمْ,تقاتلوهم,,
عِنْدَ,,اسم,عند
الْمَسْجِدِ,المسجد,اسم,الْمَسْجِدِ
الْحَرَامِ,الحرام,اسم,الْحَرَامِ
,حتي,حرف_جر,حَتَّىٰ
,يقاتلوكم,اسم,يُقَاتِلُوكُمْ
,فيه,حرف_جر,فِيهِ
,فان,اسم,فَإِنْ
قَاتَلُوكُمْ,قاتلوكم,,
فَاقْتُلُوهُمْ,فاقتلوهم,,
كَذَٰلِكَ,,اسم,كذلك
جَزَاءُ,جزاء,,
الْكَافِرِينَ,الكافرين,اسم,الْكَافِرِينَ
,فان,حرف,فَإِنِ
انْتَهَوْا,انتهوا,,
,فان,حرف,فَإِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,غَفُورٌ
,None,اسم,رَحِيمٌ
وَقَاتِلُوهُمْ,وقاتلوهم,,
,حتي,حرف_جر,حَتَّىٰ
,لا,اسم,لَا
تَكُونَ,تكون,,
,None,اسم,فِتْنَةٌ
وَيَكُونَ,ويكون,,
الدِّينُ,الدين,اسم,الدِّينُ
لِلَّهِ,,اسم,لله
,فان,حرف,فَإِنِ
انْتَهَوْا,انتهوا,,
,فلا,حرف,فَلَا
عُدْوَانَ,عدوان,,
,الا,حرف,إِلَّا
,علي,حرف_جر,عَلَى
,الظالمين,اسم,الظَّالِمِينَ
الشَّهْرُ,الشهر,اسم,الشَّهْرُ
الْحَرَامُ,الحرام,اسم,الْحَرَامُ
بِالشَّهْرِ,بالشهر,,
الْحَرَامِ,الحرام,اسم,الْحَرَامِ
وَالْحُرُمَاتُ,والحرمات,,
,None,اسم,قِصَاصٌ
,فمن,حرف,فَمَنِ
اعْتَدَىٰ,اعتدي,,
,عليكم,حرف_جر,عَلَيْكُمْ
,فاعتدوا,اسم,فَاعْتَدُوا
,عليه,حرف_جر,عَلَيْهِ
,بمثل,اسم,بِمِثْلِ
مَا,,اسم,ما
اعْتَدَىٰ,اعتدي,,
,عليكم,حرف_جر,عَلَيْكُمْ
,واتقوا,اسم,وَاتَّقُوا
اللَّهَ,,اسم,اللَّهَ
وَاعْلَمُوا,واعلموا,,
,ان,حرف,أَنَّ
اللَّهَ,,اسم,اللَّهَ
مَعَ,مع,,
الْمُتَّقِينَ,المتقين,اسم,الْمُتَّقِينَ
وَأَنْفِقُوا,وانفقوا,,
,في,حرف_جر,فِي
,سبيل,اسم,سَبِيلِ
اللَّهِ,,اسم,اللَّهِ
,ولا,حرف,وَلَا
تُلْقُوا,تلقوا,,
بِأَيْدِيكُمْ,بايديكم,,
,الي,حرف_جر,إِلَى
,التهلكه,اسم,التَّهْلُكَةِ
وَأَحْسِنُوا,واحسنوا,,
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
يُحِبُّ,يحب,,
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ
وَأَتِمُّوا,واتموا,,
الْحَجَّ,,اسم,الْحَجَّ
وَالْعُمْرَةَ,والعمره,,
لِلَّهِ,,اسم,لله
,فان,حرف,فَإِنْ
أُحْصِرْتُمْ,احصرتم,,
,فما,حرف,فَمَا
اسْتَيْسَرَ,استيسر,,
مِنَ,,اسم,من
الْهَدْيِ,الهدي,اسم,الْهَدْيِ
,ولا,حرف,وَلَا
تَحْلِقُوا,تحلقوا,,
رُءُوسَكُمْ,رءوسكم,,
,حتي,حرف_جر,حَتَّىٰ
,يبلغ,اسم,يَبْلُغَ
الْهَدْيُ,الهدي,اسم,الْهَدْيُ
مَحِلَّهُ,محله,,
,فمن,حرف_جر,فَمَنْ
,كان,اسم,كَانَ
,منكم,حرف_جر,مِنْكُمْ
,None,اسم,مَرِيضًا
,او,حرف,أَوْ
,به,حرف_جر,بِهِ
,اذي,اسم,أَذًى
,,فعل,مِنْ
رَأْسِهِ,راسه,,
,None,اسم,فَفِدْيَةٌ
,,فعل,مِنْ
,None,اسم,صِيَامٍ
,او,حرف,أَوْ
,None,اسم,صَدَقَةٍ
,او,حرف,أَوْ
,None,اسم,نُسُكٍ
فَإِذَا,فاذا,,
أَمِنْتُمْ,امنتم,,
,فمن,حرف_جر,فَمَنْ
,تمتع,اسم,تَمَتَّعَ
بِالْعُمْرَةِ,بالعمره,,
,الي,حرف_جر,إِلَى
الْحَجِّ,,اسم,الْحَجِّ
,فما,حرف,فَمَا
اسْتَيْسَرَ,استيسر,,
مِنَ,,اسم,من
الْهَدْيِ,الهدي,اسم,الْهَدْيِ
,فمن,حرف_جر,فَمَنْ
,,فعل,لَمْ
يَجِدْ,يجد,,
فَصِيَامُ,فصيام,,
ثَلَاثَةِ,,اسم,ثلاثه
,None,اسم,أَيَّامٍ
,في,حرف_جر,فِي
الْحَجِّ,,اسم,الْحَجِّ
,None,اسم,وَسَبْعَةٍ
إِذَا,اذا,,
رَجَعْتُمْ,رجعتم,,
تِلْكَ,,اسم,تلك
,None,اسم,عَشَرَةٌ
,None,اسم,كَامِلَةٌ
ذَٰلِكَ,,اسم,ذلك
,لمن,حرف_جر,لِمَنْ
,,فعل,لَمْ
يَكُنْ,يكن,,
أَهْلُهُ,اهله,,
حَاضِرِي,حاضري,,
الْمَسْجِدِ,المسجد,اسم,الْمَسْجِدِ
الْحَرَامِ,الحرام,اسم,الْحَرَامِ
وَاتَّقُوا,واتقوا,,
اللَّهَ,,اسم,اللَّهَ
وَاعْلَمُوا,واعلموا,,
,ان,حرف,أَنَّ
اللَّهَ,,اسم,اللَّهَ
شَدِيدُ,شديد,,
الْعِقَابِ,العقاب,اسم,الْعِقَابِ
الْحَجُّ,,اسم,الْحَجُّ
,None,اسم,أَشْهُرٌ
,None,اسم,مَعْلُومَاتٌ
,فمن,حرف_جر,فَمَنْ
,فرض,اسم,فَرَضَ
,فيهن,حرف_جر,فِيهِنَّ
الْحَجَّ,,اسم,الْحَجَّ
,فلا,حرف,فَلَا
,رفث,فعل,
,ولا,حرف,وَلَا
فُسُوقَ,فسوق,,
,ولا,حرف,وَلَا
جِدَالَ,جدال,,
,في,حرف_جر,فِي
الْحَجِّ,,اسم,الْحَجِّ
,وما,حرف,وَمَا
تَفْعَلُوا,تفعلوا,,
,,فعل,مِنْ
,None,اسم,خَيْرٍ
يَعْلَمْهُ,يعلمه,,
اللَّهُ,,اسم,اللَّهُ
وَتَزَوَّدُوا,وتزودوا,,
,فان,حرف,فَإِنَّ
خَيْرَ,,اسم,خير
الزَّادِ,الزاد,اسم,الزَّادِ
التَّقْوَىٰ,التقوي,اسم,التَّقْوَىٰ
وَاتَّقُونِ,واتقون,,
,يا,حرف,يَا
أُولِي,,اسم,اولي
الْأَلْبَابِ,الالباب,اسم,الْأَلْبَابِ
,ليس,حرف,لَيْسَ
,عليكم,حرف_جر,عَلَيْكُمْ
,None,اسم,جُنَاحٌ
,ان,حرف,أَنْ
تَبْتَغُوا,تبتغوا,,
,None,اسم,فَضْلًا
,,فعل,مِنْ
رَبِّكُمْ,ربكم,,
فَإِذَا,فاذا,,
أَفَضْتُمْ,افضتم,,
,,فعل,مِنْ
,None,اسم,عَرَفَاتٍ
فَاذْكُرُوا,فاذكروا,,
اللَّهَ,,اسم,اللَّهَ
عِنْدَ,,اسم,عند
الْمَشْعَرِ,المشعر,اسم,الْمَشْعَرِ
الْحَرَامِ,الحرام,اسم,الْحَرَامِ
وَاذْكُرُوهُ,واذكروه,,
,كما,حرف,كَمَا
هَدَاكُمْ,هداكم,,
,وان,حرف,وَإِنْ
كُنْتُمْ,كنتم,,
,,فعل,مِنْ
قَبْلِهِ,قبله,,
,لمن,حرف,لَمِنَ
الضَّالِّينَ,الضالين,اسم,الضَّالِّينَ
ثُمَّ,,اسم,ثم
أَفِيضُوا,افيضوا,,
,,فعل,مِنْ
حَيْثُ,,اسم,حيث
أَفَاضَ,افاض,,
النَّاسُ,الناس,اسم,النَّاسُ
وَاسْتَغْفِرُوا,واستغفروا,,
اللَّهَ,,اسم,اللَّهَ
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,غَفُورٌ
,None,اسم,رَحِيمٌ
فَإِذَا,فاذا,,
قَضَيْتُمْ,قضيتم,,
مَنَاسِكَكُمْ,مناسككم,,
فَاذْكُرُوا,فاذكروا,,
اللَّهَ,,اسم,اللَّهَ
كَذِكْرِكُمْ,كذكركم,,
آبَاءَكُمْ,اباءكم,,
,او,حرف,أَوْ
أَشَدَّ,اشد,,
,None,اسم,ذِكْرًا
فَمِنَ,فمن,,
النَّاسِ,الناس,اسم,النَّاسِ
,,فعل,مَنْ
,يقول,فعل,
رَبَّنَا,ربنا,,
آتِنَا,اتنا,,
,في,حرف_جر,فِي
,الدنيا,اسم,الدُّنْيَا
,وما,حرف,وَمَا
